date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:38:52	3462/3462	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22ca5662d3a77c0994e2855b55d16bce0c%22	https://www.bstrust369.com/robots.txt		(from )
06:38:54	84751/84751	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Sep%202024%2004:38:53%20GMT	https://www.bstrust369.com/	C:/My%20Web%20Sites/BS/www.bstrust369.com/index.html	(from )
06:38:54	179217/179217	---M-Z	200	added ('OK')	text/css	etag:%2212bbef60fd22419f57258fad16e0ce57%22	https://cdn.prod.website-files.com/65e725860dff8ddbac53ef69/css/b-s-trust-real-estate.webflow.f078acd7a.css	C:/My%20Web%20Sites/BS/cdn.prod.website-files.com/65e725860dff8ddbac53ef69/css/b-s-trust-real-estate.webflow.f078acd7a.css	(from https://www.bstrust369.com/)
06:38:55	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/My%20Web%20Sites/BS/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://www.bstrust369.com/)
06:38:55	449/449	---M--	200	added ('OK')	image/png	etag:%220fcfc7bb50fe1467b766ea6381f6960c%22	https://cdn.prod.website-files.com/6546b155bb41482792fde091/6546b6403044e511378d387c_Favicon.png	C:/My%20Web%20Sites/BS/cdn.prod.website-files.com/6546b155bb41482792fde091/6546b6403044e511378d387c_Favicon.png	(from https://www.bstrust369.com/)
06:38:55	1787/1787	---M--	200	added ('OK')	image/png	etag:%226ca41f5c491cf1ec32c125bd66c09b9c%22	https://cdn.prod.website-files.com/6546b155bb41482792fde091/6546b64ef033546e8f85e5f9_Webclip.png	C:/My%20Web%20Sites/BS/cdn.prod.website-files.com/6546b155bb41482792fde091/6546b64ef033546e8f85e5f9_Webclip.png	(from https://www.bstrust369.com/)
06:38:55	19618/19618	---M--	200	added ('OK')	image/webp	etag:%22c6f26f2b17a0c0ea7d0fef92ab023970%22	https://cdn.prod.website-files.com/65e725860dff8ddbac53ef69/65e72e89aa30683deed6904b_logo-removebg-preview.webp	C:/My%20Web%20Sites/BS/cdn.prod.website-files.com/65e725860dff8ddbac53ef69/65e72e89aa30683deed6904b_logo-removebg-preview.webp	(from https://www.bstrust369.com/)
06:38:56	39412/39412	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Sep%202024%2004:38:55%20GMT	https://www.bstrust369.com/about	C:/My%20Web%20Sites/BS/www.bstrust369.com/about.html	(from https://www.bstrust369.com/)
06:38:56	48457/48457	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Sep%202024%2004:38:56%20GMT	https://www.bstrust369.com/catalog	C:/My%20Web%20Sites/BS/www.bstrust369.com/catalog.html	(from https://www.bstrust369.com/)
06:38:56	33940/33940	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Sep%202024%2004:38:56%20GMT	https://www.bstrust369.com/blog	C:/My%20Web%20Sites/BS/www.bstrust369.com/blog.html	(from https://www.bstrust369.com/)
